"","trait","beta","Aa","Ad","AaAa","AaAd","AdAd"
"379","Aa / Aa",NA,-0.0304243385589418,NA,NA,NA,-0.0134104903188526
"380","Aa / Aa",NA,0.708224085010572,NA,NA,NA,0.280784228971943
"381","Aa * Aa",368.319965828913,361.490891378211,NA,NA,NA,NA
"382","Aa + Aa",20.67,21.4503699481818,NA,NA,NA,NA
"383","Aa - Aa",-16.53,-17.0275897558109,NA,NA,NA,NA
"384","Aa - Aa",16.53,17.0275897558109,NA,NA,NA,NA
"385","Aa",0.0154761904761905,0.0155103100678205,NA,NA,NA,NA
"386","Aa",14.085,14.5644235659963,NA,-0.939665621705151,NA,NA
"387","Aa / Aa",NA,0.000220389184157798,NA,-4.39763200675098e-05,NA,NA
"388","Aa / Aa",NA,NA,NA,NA,NA,NA
"389","Aa * Aa",1.12299925156116,1.13553838129385,NA,0.22408173547431,NA,NA
"390","Aa + Aa",14.1004761904762,14.5799480198673,NA,-0.939683503581776,NA,NA
"391","Aa - Aa",-14.0695238095238,-14.5488991118536,NA,0.939647739728262,NA,NA
"392","Aa - Aa",14.0695238095238,14.5488991118536,NA,-0.939647739728262,NA,NA
"393","Aa",14.1,14.1046159647313,NA,NA,NA,NA
"394","Aa",19.1666666635,19.5756868051538,NA,NA,NA,NA
"395","Aa / Aa",NA,0.343505404083082,NA,NA,0.240072177822749,0.160305180487257
"396","Aa / Aa",NA,1.01920991464747,1.69275066183404,NA,NA,NA
"397","Aa * Aa",421.327114697336,419.621484687386,NA,273.134331183254,NA,NA
"398","Aa + Aa",33.2666666635,33.7249886848061,NA,NA,NA,NA
"399","Aa - Aa",-5.0666666635,-5.42223378882174,NA,NA,NA,NA
"400","Aa - Aa",5.0666666635,5.42223378882174,NA,NA,NA,NA
"401","Aa",495,508.45192993407,NA,NA,NA,NA
"402","Aa",18.55,19.3072983295031,NA,NA,NA,NA
"403","Aa / Aa",NA,2.14432910416393,NA,NA,NA,2.7432219315592
"404","Aa / Aa",NA,-0.00622974379819252,NA,NA,NA,-0.0044219291742331
"405","Aa * Aa",63312.7075775005,62271.6220340473,NA,NA,NA,NA
"406","Aa + Aa",513.55,528.617229124629,NA,NA,NA,NA
"407","Aa - Aa",476.45,489.029042881664,NA,NA,NA,NA
"408","Aa - Aa",-476.45,-489.029042881664,NA,NA,NA,NA
"409","Aa",76.5,76.4666964677491,NA,NA,NA,NA
"410","Aa",23.4,27.2560376417815,NA,NA,NA,NA
"411","Aa / Aa",NA,0.516582050171029,NA,NA,NA,NA
"412","Aa / Aa",NA,2.15985971305631,3.91268700734131,NA,NA,NA
"413","Aa * Aa",11545.8952278146,11677.4217182828,NA,1935.02372624779,NA,NA
"414","Aa + Aa",99.9,103.885496327056,NA,NA,NA,NA
"415","Aa - Aa",53.1,49.2509861967578,NA,NA,NA,NA
"416","Aa - Aa",-53.1,-49.2509861967578,NA,NA,NA,NA
"417","Aa",1.1,1.15506099850743,NA,-0.419692736937369,NA,NA
"418","Aa",1.5,1.51533579028587,0.501831799014227,NA,NA,NA
"419","Aa / Aa",NA,-0.019019419605546,NA,-0.0342213492410444,NA,-0.0370095563925335
"420","Aa / Aa",NA,NA,NA,NA,NA,NA
"421","Aa * Aa",18.7326072213764,18.7602473873566,NA,-2.4076078813558,NA,NA
"422","Aa + Aa",2.6,2.67424845424482,NA,-0.796179324616593,NA,NA
"423","Aa - Aa",-0.4,-0.370373675794161,NA,NA,NA,NA
"424","Aa - Aa",0.4,0.370373675794161,NA,NA,NA,NA
"425","Aa",3.83,4.22593411316176,NA,NA,NA,NA
"426","Aa",3.03,3.39992382560633,NA,NA,NA,NA
"427","Aa / Aa",NA,-0.158358790807785,NA,NA,NA,NA
"428","Aa / Aa",NA,0.0362646690337781,NA,NA,NA,0.0186124944974285
"429","Aa * Aa",205.259006822614,206.020782759722,NA,NA,NA,NA
"430","Aa + Aa",6.86,7.66070172832204,NA,NA,NA,NA
"431","Aa - Aa",0.8,0.71260626491791,NA,NA,NA,NA
"432","Aa - Aa",-0.8,-0.71260626491791,NA,NA,NA,NA
"433","Aa",4.04,3.84805812325044,NA,NA,NA,NA
"434","Aa",2.415,2.37892278655803,NA,NA,NA,NA
"435","Aa / Aa",NA,NA,NA,NA,NA,NA
"436","Aa / Aa",NA,NA,NA,NA,NA,NA
"437","Aa * Aa",123.087176474443,124.268846566692,NA,NA,NA,NA
"438","Aa + Aa",6.455,5.90167013680204,NA,1.62562134293743,4.86949838049976,NA
"439","Aa - Aa",1.625,NA,NA,NA,5.66760078846425,NA
"440","Aa - Aa",-1.625,NA,NA,NA,-5.66760078846425,NA
"441","Aa",17.835,19.2650491833741,NA,NA,NA,NA
"442","Aa",0.04,0.0189494624388191,NA,NA,NA,NA
"443","Aa / Aa",NA,-19.4910711405486,NA,NA,NA,NA
"444","Aa / Aa",NA,0.00543282896357314,NA,NA,NA,NA
"445","Aa * Aa",17.3361690605503,-18.5270495042296,NA,NA,NA,NA
"446","Aa + Aa",17.875,19.3052947172117,NA,NA,NA,NA
"447","Aa - Aa",17.795,19.2251668702333,NA,NA,NA,NA
"448","Aa - Aa",-17.795,-19.2251668702333,NA,NA,NA,NA
"449","Aa",412.5,417.734974100897,NA,NA,NA,NA
"450","Aa",3.4875,3.34249994731868,NA,NA,NA,NA
"451","Aa / Aa",NA,11.9019334088112,NA,NA,NA,NA
"452","Aa / Aa",NA,-0.00187373795167033,NA,-0.00071298518339638,NA,-0.000843608316919056
"453","Aa * Aa",8221.17900412815,8277.78418354325,NA,730.641263089729,NA,NA
"454","Aa + Aa",415.9875,421.088558866642,NA,NA,NA,NA
"455","Aa - Aa",409.0125,414.38085649687,NA,NA,NA,NA
"456","Aa - Aa",-409.0125,-414.38085649687,NA,NA,NA,NA
"457","Aa",1.285,1.20196792195182,NA,NA,NA,NA
"458","Aa",0.04,0.0281510513497182,NA,NA,NA,NA
"459","Aa / Aa",NA,0.838894462130194,NA,NA,NA,NA
"460","Aa / Aa",NA,-0.00198141046183516,NA,NA,NA,NA
"461","Aa * Aa",1.10119850906413,1.15530349588604,NA,NA,NA,NA
"462","Aa + Aa",1.325,1.23622517844803,NA,NA,NA,NA
"463","Aa - Aa",1.245,1.16827545952043,NA,NA,NA,NA
"464","Aa - Aa",-1.245,-1.16827545952043,NA,NA,NA,NA
"465","Aa",3.8125,3.87191221579903,NA,NA,NA,0.227246307566215
"466","Aa",8.65,8.64771094803728,NA,NA,NA,NA
"467","Aa / Aa",NA,NA,NA,NA,NA,NA
"468","Aa / Aa",NA,0.754079840545117,NA,-0.272593132975953,NA,NA
"469","Aa * Aa",105.784807071852,105.871553422151,NA,27.1097465095157,NA,NA
"470","Aa + Aa",12.4625,12.5093243417885,NA,NA,NA,NA
"471","Aa - Aa",-4.8375,-4.77351645311877,NA,NA,NA,NA
"472","Aa - Aa",4.8375,4.77351645311877,NA,NA,NA,NA
"473","Aa",0.8285,0.809587812505174,NA,NA,NA,NA
"474","Aa",2.3,2.06792940434646,NA,NA,NA,NA
"475","Aa / Aa",NA,0.0144751573059763,NA,NA,NA,NA
"476","Aa / Aa",NA,-34.2493926942554,-17.039072192607,NA,NA,NA
"477","Aa * Aa",45.6457348657899,45.9553300768554,NA,NA,NA,-4.66261218201101
"478","Aa + Aa",3.1285,3.16980104184375,NA,NA,NA,NA
"479","Aa - Aa",-1.4715,NA,NA,NA,NA,NA
"480","Aa - Aa",1.4715,NA,NA,NA,NA,NA
"481","Aa",0.105,0.107081858361958,NA,NA,NA,NA
"482","Aa",0.0259999999999999,NA,NA,NA,NA,NA
"483","Aa / Aa",NA,0.0410958593545028,0.0110361104394266,NA,0.0380824432754662,NA
"484","Aa / Aa",NA,-0.256115059418877,NA,NA,NA,NA
"485","Aa * Aa",0.241867121979635,0.237404424152446,NA,NA,NA,NA
"486","Aa + Aa",0.131,0.145514282952887,NA,NA,NA,NA
"487","Aa - Aa",0.0790000000000001,0.0382329666315931,NA,NA,NA,NA
"488","Aa - Aa",-0.0790000000000001,-0.0382329666315931,NA,NA,NA,NA
"489","Aa",10.31,9.80407474661692,NA,NA,NA,NA
"490","Aa",0.685,0.697447413972169,NA,NA,NA,NA
"491","Aa / Aa",NA,0.556700990687427,NA,NA,NA,NA
"492","Aa / Aa",NA,-0.00467728183987908,NA,NA,NA,NA
"493","Aa * Aa",48.067120955251,47.4890444741984,NA,NA,NA,NA
"494","Aa + Aa",10.995,10.4597890848575,NA,NA,NA,NA
"495","Aa - Aa",9.625,9.15541455218446,NA,NA,NA,NA
"496","Aa - Aa",-9.625,-9.15541455218446,NA,NA,NA,NA
"497","Aa",1.14,1.18174920566901,NA,NA,NA,NA
"498","Aa",0.0699999999999998,0.100227049840873,NA,NA,NA,NA
"499","Aa / Aa",NA,-0.667854233958922,NA,NA,NA,NA
"500","Aa / Aa",NA,0.0886410842701632,NA,NA,-0.0128518763287672,0.0242656996936528
"501","Aa * Aa",2.17467509958627,-2.0782978159658,NA,NA,NA,NA
"502","Aa + Aa",1.21,1.29278988801293,NA,NA,NA,NA
"503","Aa - Aa",1.07,1.08164432368758,NA,NA,NA,NA
"504","Aa - Aa",-1.07,-1.08164432368758,NA,NA,NA,NA
"505","Aa",1.35,1.30067215727619,NA,NA,NA,NA
"506","Aa",0.885,0.891454563116544,NA,NA,NA,NA
"507","Aa / Aa",NA,0.102388839426476,NA,NA,NA,NA
"508","Aa / Aa",NA,-2.5450234272889,NA,NA,NA,NA
"509","Aa * Aa",16.904558635475,16.7830252771866,NA,0.462979217731284,NA,NA
"510","Aa + Aa",2.235,2.19025571633184,NA,NA,NA,NA
"511","Aa - Aa",0.465,0.33098151825218,NA,NA,NA,NA
"512","Aa - Aa",-0.465,-0.33098151825218,NA,NA,NA,NA
"513","Aa",0.0896905460493475,0.0897401239696621,NA,-0.0018853872496994,NA,NA
"514","Aa",0.13,0.13553524641207,NA,0.00862503346153293,-0.260986161520281,NA
"515","Aa / Aa",NA,0.041898926683373,NA,NA,NA,NA
"516","Aa / Aa",NA,NA,NA,NA,NA,NA
"517","Aa * Aa",0.197820922921063,0.195402528584263,NA,NA,NA,NA
"518","Aa + Aa",0.219690546049348,0.225253626117038,NA,NA,-0.260240105111281,NA
"519","Aa - Aa",-0.0403094539506525,-0.0462872848205294,NA,NA,0.264296616490137,NA
"520","Aa - Aa",0.0403094539506525,0.0462872848205294,NA,NA,-0.264296616490137,NA
"521","Aa",8.65,8.59729082255302,0.211182216120163,NA,NA,NA
"522","Aa",4.95,5.06142146934587,NA,NA,NA,NA
"523","Aa / Aa",NA,0.267795208644939,NA,-0.0562414959967203,NA,NA
"524","Aa / Aa",NA,3.83575776519448,5.68608300448248,NA,NA,NA
"525","Aa * Aa",281.068928242488,281.024306862393,NA,40.0551363585835,NA,NA
"526","Aa + Aa",13.6,13.642251487559,NA,NA,NA,NA
"527","Aa - Aa",3.7,3.52763028719223,NA,NA,NA,NA
"528","Aa - Aa",-3.7,-3.52763028719223,NA,NA,NA,NA
"529","Aa",0.545,0.546856396998039,NA,NA,NA,NA
"530","Aa",0.065,0.0710607777776261,NA,NA,NA,NA
"531","Aa / Aa",NA,0.60177172296437,NA,-0.0807206856689439,NA,NA
"532","Aa / Aa",NA,-0.0296685782555778,NA,0.00869139053429772,NA,NA
"533","Aa * Aa",0.316390217891384,0.317986096891617,NA,NA,0.0699663229737877,NA
"534","Aa + Aa",0.61,0.618050866704611,NA,NA,NA,NA
"535","Aa - Aa",0.48,0.476209748000829,NA,NA,NA,NA
"536","Aa - Aa",-0.48,-0.476209748000829,NA,NA,NA,NA
"537","Aa",0.215,0.225751967544947,NA,NA,NA,NA
"538","Aa",0.0345,NA,NA,NA,NA,NA
"539","Aa / Aa",NA,0.102734321236353,NA,-0.0557503732795857,-0.0731146598751997,NA
"540","Aa / Aa",NA,-0.0965044129414762,NA,0.053246314611439,0.0906352096901619,NA
"541","Aa * Aa",0.51653899099945,0.516279942486169,NA,0.125063984555691,NA,0.149870436938869
"542","Aa + Aa",0.2495,0.256717590054729,NA,NA,NA,NA
"543","Aa - Aa",0.1805,0.193747855718394,NA,NA,NA,NA
"544","Aa - Aa",-0.1805,-0.193747855718394,NA,NA,NA,NA
"545","Aa",6.5,3.07515341626545,NA,NA,NA,NA
"546","Aa",16.6,16.5721430897355,NA,NA,NA,NA
"547","Aa / Aa",NA,11.2003909671741,NA,NA,NA,NA
"548","Aa / Aa",NA,0.0774195058433627,NA,NA,NA,NA
"549","Aa * Aa",3585.51287831797,3548.9987574418,NA,NA,NA,NA
"550","Aa + Aa",23.1,20.2359362772585,NA,NA,NA,NA
"551","Aa - Aa",-10.1,-12.9238130786963,NA,NA,NA,NA
"552","Aa - Aa",10.1,12.9238130786963,NA,NA,NA,NA
"553","Aa",5.35,5.6125346119636,NA,NA,NA,NA
"554","Aa",2.435,2.98213400337968,NA,NA,NA,NA
"555","Aa / Aa",NA,0.157870426119153,NA,NA,NA,NA
"556","Aa / Aa",NA,-0.173620968148483,NA,0.0985797562173139,NA,NA
"557","Aa * Aa",133.336927454959,133.838698333435,NA,17.4937573843629,NA,NA
"558","Aa + Aa",7.785,8.55412433718775,NA,NA,0.436601407456207,NA
"559","Aa - Aa",2.915,2.61653734950843,NA,NA,NA,NA
"560","Aa - Aa",-2.915,-2.61653734950843,NA,NA,NA,NA
"561","Aa",0.1915,0.144141015691726,NA,NA,NA,NA
"562","Aa",4.565,4.52659041251507,NA,NA,NA,NA
"563","Aa / Aa",NA,-0.693326154410124,NA,NA,NA,NA
"564","Aa / Aa",NA,0.69078859330785,NA,NA,NA,NA
"565","Aa * Aa",29.4385932127638,29.3332990928682,NA,NA,3.04751780539379,NA
"566","Aa + Aa",4.7565,4.60494402566833,NA,NA,0.604440701058641,NA
"567","Aa - Aa",-4.3735,-4.38228516993968,NA,NA,NA,NA
"568","Aa - Aa",4.3735,4.38228516993968,NA,NA,NA,NA
"569","Aa",18.005,16.6703902638472,NA,4.54982392453348,NA,NA
"570","Aa",0.12,0.122949005761056,NA,NA,NA,NA
"571","Aa / Aa",NA,-6.07944779033039,NA,NA,NA,NA
"572","Aa / Aa",NA,NA,NA,NA,NA,NA
"573","Aa * Aa",26.9082575644014,27.6227851750613,NA,NA,NA,NA
"574","Aa + Aa",18.125,16.79259498575,NA,4.51835455079082,NA,NA
"575","Aa - Aa",17.885,16.5482016178035,NA,4.58117894922622,NA,NA
"576","Aa - Aa",-17.885,-16.5482016178035,NA,-4.58117894922622,NA,NA
"577","Aa",0.239999999999998,NA,-1.29496111724951,NA,1.82662717208741,NA
"578","Aa",9.25,9.95847201016968,0.291345174529394,NA,-2.47952072072942,NA
"579","Aa / Aa",NA,-0.333201012225921,NA,NA,NA,NA
"580","Aa / Aa",NA,0.479451236594793,NA,NA,NA,NA
"581","Aa * Aa",206.107262160817,204.289479266454,-31.9855609439944,NA,NA,NA
"582","Aa + Aa",9.49,10.0208036976076,-1.07332602179513,NA,NA,NA
"583","Aa - Aa",-9.01,-9.55163023652375,NA,NA,NA,NA
"584","Aa - Aa",9.01,9.55163023652375,NA,NA,NA,NA
"585","Aa",15.75,16.1631663933915,NA,NA,NA,NA
"586","Aa",4.815,3.62529864753853,NA,NA,NA,NA
"587","Aa / Aa",NA,0.152348637848986,NA,-0.122429818022481,NA,NA
"588","Aa / Aa",NA,-0.0791035550879583,NA,NA,NA,NA
"589","Aa * Aa",1543.10172709924,1501.66305393476,NA,NA,NA,NA
"590","Aa + Aa",20.565,19.9713492407017,NA,NA,NA,NA
"591","Aa - Aa",10.935,12.7868490296759,NA,NA,NA,NA
"592","Aa - Aa",-10.935,-12.7868490296759,NA,NA,NA,NA
"593","Aa",2.565,2.70225793061012,NA,NA,NA,NA
"594","Aa",2,1.70397307087953,NA,NA,-0.94282406561984,NA
"595","Aa / Aa",NA,0.0770597468600324,NA,NA,NA,0.0283890800808265
"596","Aa / Aa",NA,-0.0816831817070328,NA,NA,NA,-0.0210834685746477
"597","Aa * Aa",65.438906075676,63.3295722304262,NA,NA,NA,NA
"598","Aa + Aa",4.565,4.51235739934621,NA,NA,-2.38632148575137,NA
"599","Aa - Aa",0.565,1.06844072944944,NA,NA,NA,NA
"600","Aa - Aa",-0.565,-1.06844072944944,NA,NA,NA,NA
"601","Aa",1.5415,1.48955000787045,NA,NA,NA,NA
"602","Aa",1.625,1.67603155832002,NA,NA,NA,NA
"603","Aa / Aa",NA,-0.603193328313192,NA,NA,NA,NA
"604","Aa / Aa",NA,0.125037478789919,NA,NA,NA,NA
"605","Aa * Aa",19.2259657604921,19.3331009835029,NA,NA,NA,-2.53496229069651
"606","Aa + Aa",3.1665,3.19081759225271,NA,NA,NA,NA
"607","Aa - Aa",-0.0834999999999999,-0.181351777131002,NA,NA,NA,NA
"608","Aa - Aa",0.0834999999999999,0.181351777131002,NA,NA,NA,NA
"609","Aa",32.9,33.1369379307086,NA,NA,NA,NA
"610","Aa",8.66,8.23649698174876,NA,NA,NA,NA
"611","Aa / Aa",NA,0.324431110047173,NA,-0.177203399352463,NA,NA
"612","Aa / Aa",NA,-0.0379729827735948,NA,NA,NA,NA
"613","Aa * Aa",1375.50662436418,1325.68353383399,NA,276.8528867452,NA,NA
"614","Aa + Aa",41.56,41.5016299547536,NA,NA,NA,NA
"615","Aa - Aa",24.24,24.8791034314608,NA,NA,NA,NA
"616","Aa - Aa",-24.24,-24.8791034314608,NA,NA,NA,NA
"617","Aa",46.295,45.0120709621109,NA,NA,NA,NA
"618","Aa",0.9817100725,0.984838377268236,NA,NA,-0.0493552177271114,NA
"619","Aa / Aa",NA,NA,-119.476492035649,NA,NA,NA
"620","Aa / Aa",NA,0.01377363269322,NA,NA,NA,NA
"621","Aa * Aa",54.6110514788525,51.4639860341253,NA,45.2240298164963,NA,NA
"622","Aa + Aa",47.2767100725,45.9917891243312,NA,NA,NA,NA
"623","Aa - Aa",45.3132899275,44.0321886320719,NA,NA,NA,NA
"624","Aa - Aa",-45.3132899275,-44.0321886320719,NA,NA,NA,NA
"625","Aa",0.365142715065176,0.360752473926327,NA,NA,NA,NA
"626","Aa",2.25,2.94174070828383,NA,NA,NA,NA
"627","Aa / Aa",NA,0.01235994153372,NA,NA,NA,NA
"628","Aa / Aa",NA,-11.7871541170931,NA,NA,NA,NA
"629","Aa * Aa",9.6335192380499,9.88442461393968,NA,NA,NA,NA
"630","Aa + Aa",2.61514271506518,3.37310810478354,NA,NA,NA,NA
"631","Aa - Aa",-1.88485728493482,-2.53391198971451,NA,NA,NA,NA
"632","Aa - Aa",1.88485728493482,2.53391198971451,NA,NA,NA,NA
"633","Aa",0.695,0.50660427736059,NA,NA,NA,NA
"634","Aa",0.583333333,0.656180491397564,NA,NA,NA,NA
"635","Aa / Aa",NA,-0.60425798696565,NA,NA,NA,-0.251745188483506
"636","Aa / Aa",NA,0.0614503066281136,NA,NA,NA,NA
"637","Aa * Aa",6.3374506180248,6.59311107341823,NA,NA,NA,NA
"638","Aa + Aa",1.278333333,1.18871231213056,NA,NA,NA,NA
"639","Aa - Aa",0.111666667,NA,NA,NA,NA,NA
"640","Aa - Aa",-0.111666667,NA,NA,NA,NA,NA
"641","Aa",2.515,2.19001810389339,NA,NA,NA,NA
"642","Aa",3.25,3.29415552711256,-0.211109840065924,NA,NA,NA
"643","Aa / Aa",NA,-1.32180569346349,NA,NA,NA,NA
"644","Aa / Aa",NA,0.121253845075131,NA,NA,NA,NA
"645","Aa * Aa",86.4152040054825,86.4233735720123,NA,12.3401655807216,NA,NA
"646","Aa + Aa",5.765,5.49709790230199,NA,NA,NA,NA
"647","Aa - Aa",-0.735,-1.0519313749613,NA,NA,NA,NA
"648","Aa - Aa",0.735,1.0519313749613,NA,NA,NA,NA
"649","Aa",3.113,2.96266759205985,-0.24652506724442,NA,NA,NA
"650","Aa",16.6,16.5919484713939,NA,NA,NA,NA
"651","Aa / Aa",NA,1.10226456710471,NA,NA,NA,NA
"652","Aa / Aa",NA,1.00540687209038,NA,-0.206937342732319,NA,NA
"653","Aa * Aa",280.59486476241,279.979527526621,-46.8383936308261,NA,NA,NA
"654","Aa + Aa",19.713,19.528687907789,NA,NA,NA,NA
"655","Aa - Aa",-13.487,-13.5487303512074,NA,NA,NA,NA
"656","Aa - Aa",13.487,13.5487303512074,NA,NA,NA,NA
"657","Aa",0.135,0.139401974148589,NA,NA,NA,NA
"658","Aa",3.05,3.04239224697868,NA,NA,NA,NA
"659","Aa / Aa",NA,-0.150154935919669,NA,NA,NA,NA
"660","Aa / Aa",NA,1.27219401955207,0.227101371358193,NA,NA,NA
"661","Aa * Aa",7.30577535872555,7.02206927111076,NA,NA,NA,NA
"662","Aa + Aa",3.185,3.18429655525622,NA,NA,NA,NA
"663","Aa - Aa",-2.915,-2.8881461086131,NA,NA,NA,NA
"664","Aa - Aa",2.915,2.8881461086131,NA,NA,NA,NA
"665","Aa",8.95,7.25195699732491,NA,NA,NA,NA
"666","Aa",0.77,0.743112517251091,NA,NA,NA,NA
"667","Aa / Aa",NA,-2.94322878819488,NA,NA,NA,NA
"668","Aa / Aa",NA,0.00775132816069327,NA,NA,NA,NA
"669","Aa * Aa",55.39485939949,53.9266687963766,NA,NA,NA,NA
"670","Aa + Aa",9.72,7.99782045593703,NA,NA,NA,NA
"671","Aa - Aa",8.18,6.50495540302085,NA,NA,NA,NA
"672","Aa - Aa",-8.18,-6.50495540302085,NA,NA,NA,NA
"673","Aa",7.485,7.51200182820798,NA,NA,NA,NA
"674","Aa",1.45,1.47432317293929,NA,NA,NA,NA
"675","Aa / Aa",NA,-1.13663358957774,NA,NA,NA,NA
"676","Aa / Aa",NA,0.0394923607258127,NA,-0.0194655366835962,NA,NA
"677","Aa * Aa",37.7670147608756,36.7195492361699,NA,11.4638295957636,NA,NA
"678","Aa + Aa",8.935,8.97885903690139,NA,NA,NA,NA
"679","Aa - Aa",6.035,6.04407965960522,NA,NA,NA,NA
"680","Aa - Aa",-6.035,-6.04407965960522,NA,NA,NA,NA
"681","Aa",23.91,23.8976540629579,NA,NA,-6.35225928516603,NA
"682","Aa",6.785,7.19420273895996,NA,NA,NA,NA
"683","Aa / Aa",NA,0.337535088893359,NA,NA,NA,NA
"684","Aa / Aa",NA,-0.148648692436824,NA,NA,NA,NA
"685","Aa * Aa",1284.3636084375,1196.8295540688,NA,NA,NA,NA
"686","Aa + Aa",30.695,31.1676788017288,NA,NA,-7.11174690290966,NA
"687","Aa - Aa",17.125,16.272415108257,NA,NA,NA,NA
"688","Aa - Aa",-17.125,-16.272415108257,NA,NA,NA,NA
"689","Aa",6.3,6.43144033489687,NA,NA,NA,NA
"690","Aa",3.05,3.05041047396443,NA,NA,NA,NA
"691","Aa / Aa",NA,-2.19901194150441,NA,NA,NA,NA
"692","Aa / Aa",NA,0.0605820480953578,NA,NA,NA,NA
"693","Aa * Aa",138.585237006167,138.870016050453,NA,NA,NA,NA
"694","Aa + Aa",9.35,9.22715014971052,0.63473874238798,NA,2.7477310781122,NA
"695","Aa - Aa",3.25,3.36297648044371,NA,NA,NA,NA
"696","Aa - Aa",-3.25,-3.36297648044371,NA,NA,NA,NA
"697","Aa",17.857145,17.7054278501186,NA,NA,NA,NA
"698","Aa",23,21.3114666198044,NA,NA,NA,NA
"699","Aa / Aa",NA,0.0644492957522912,NA,NA,NA,NA
"700","Aa / Aa",NA,-0.180758203044564,NA,NA,NA,NA
"701","Aa * Aa",1793.13110476423,1767.56909589505,-328.292278380316,NA,NA,NA
"702","Aa + Aa",40.857145,38.8952513013977,NA,NA,NA,NA
"703","Aa - Aa",-5.142855,-3.42119930569763,NA,NA,NA,NA
"704","Aa - Aa",5.142855,3.42119930569763,NA,NA,NA,NA
"705","Aa",0.12,0.125649710729236,NA,NA,NA,NA
"706","Aa",17.115,14.962668035505,NA,NA,NA,NA
"707","Aa / Aa",NA,NA,NA,NA,NA,NA
"708","Aa / Aa",NA,NA,NA,NA,NA,NA
"709","Aa * Aa",40.8333043874208,40.9549807752584,NA,-6.80986112078734,NA,NA
"710","Aa + Aa",17.235,15.0997897080775,NA,NA,NA,NA
"711","Aa - Aa",-16.995,-14.8255111863329,NA,NA,NA,NA
"712","Aa - Aa",16.995,14.8255111863329,NA,NA,NA,NA
"713","Aa",0.355,0.360229570750358,NA,NA,NA,NA
"714","Aa",6.185,5.89232814417976,NA,NA,NA,NA
"715","Aa / Aa",NA,0.00499110915936262,NA,-0.000473800617106071,NA,NA
"716","Aa / Aa",NA,-56.6851728675906,NA,NA,NA,NA
"717","Aa * Aa",25.8289028995363,25.8895273498276,NA,2.27450879310504,NA,NA
"718","Aa + Aa",6.54,6.25187874699975,NA,NA,NA,NA
"719","Aa - Aa",-5.83,-5.53275207770249,NA,NA,NA,NA
"720","Aa - Aa",5.83,5.53275207770249,NA,NA,NA,NA
"721","Aa",190.15,192.338823118817,NA,NA,NA,NA
"722","Aa",19.005,18.1401330466893,NA,NA,NA,NA
"723","Aa / Aa",NA,2.35825590434854,NA,NA,NA,NA
"724","Aa / Aa",NA,-0.14921022317688,NA,NA,NA,NA
"725","Aa * Aa",14357.1789993597,14219.2296062933,NA,3418.69161364414,NA,NA
"726","Aa + Aa",209.155,210.336205247039,NA,NA,NA,NA
"727","Aa - Aa",171.145,174.124850324386,NA,NA,NA,NA
"728","Aa - Aa",-171.145,-174.124850324386,NA,NA,NA,NA
"729","Aa",3.09,1.86802169284161,NA,NA,NA,NA
"730","Aa",10.48,10.5383569008088,NA,3.5686917877663,NA,3.81304272242494
"731","Aa / Aa",NA,-0.917396776223622,-0.39370106046849,NA,NA,NA
"732","Aa / Aa",NA,0.180080452079455,NA,NA,NA,NA
"733","Aa * Aa",625.635935359215,610.447435101186,NA,NA,NA,NA
"734","Aa + Aa",13.57,12.6675647393504,NA,NA,NA,NA
"735","Aa - Aa",-7.39,-8.12165492712361,NA,-0.485611767198182,-1.61446921097722,NA
"736","Aa - Aa",7.39,8.12165492712361,NA,0.485611767198182,1.61446921097722,NA
"737","Aa",0.08,0.0765869371480335,NA,NA,NA,NA
"738","Aa",4.58,3.84412322576722,NA,NA,NA,NA
"739","Aa / Aa",NA,0.000654781060535297,NA,NA,NA,0.000667322319574669
"740","Aa / Aa",NA,-6.33422641804492,NA,NA,NA,NA
"741","Aa * Aa",5.9150526813573,6.12338838865965,NA,NA,NA,NA
"742","Aa + Aa",4.66,3.91575451362873,NA,NA,NA,NA
"743","Aa - Aa",-4.5,-3.77264157120111,NA,NA,NA,NA
"744","Aa - Aa",4.5,3.77264157120111,NA,NA,NA,NA
"745","Aa",34.064761905,32.927416270796,NA,NA,NA,NA
"746","Aa",1.85,1.78686297775123,NA,NA,NA,NA
"747","Aa / Aa",NA,1.35518580017072,NA,NA,NA,NA
"748","Aa / Aa",NA,-0.580652625067709,-0.370600160684474,NA,NA,NA
"749","Aa * Aa",811.94385480007,795.758015461793,NA,62.5451933803125,NA,NA
"750","Aa + Aa",35.914761905,34.5568723093327,NA,NA,NA,NA
"751","Aa - Aa",32.214761905,31.2380847001523,NA,NA,NA,NA
"752","Aa - Aa",-32.214761905,-31.2380847001523,NA,NA,NA,NA
"753","Aa",1.28,0.897868877822359,NA,NA,NA,NA
"754","Aa",0.365,0.311745430772958,NA,NA,NA,NA
"755","Aa / Aa",NA,-0.265569085575188,NA,NA,NA,NA
"756","Aa / Aa",NA,0.00500383845356253,NA,NA,NA,NA
"757","Aa * Aa",10.2070138618478,10.0839890797637,NA,NA,NA,NA
"758","Aa + Aa",1.645,1.27764640532362,NA,NA,NA,NA
"759","Aa - Aa",0.915,NA,NA,NA,NA,NA
"760","Aa - Aa",-0.915,NA,NA,NA,NA,NA
"761","Aa",3.095,3.06973005672063,NA,NA,NA,NA
"762","Aa",227.55,222.521379374295,NA,NA,NA,NA
